AUS;AUT;BEL;CAN;CHL;DEU;DNK;ESP;FIN;FRA;GBR;GRC;IRL;ISL;ISR;ITA;JPN;KOR;LUX;NLD;NOR;NZL;PRT;SWE;USA
25.98926566;24.36216475;19.69763537;24.06329824;19.62793293;20.93761724;23.44098658;21.68708698;27.59543622;20.69640201;21.9422113;23.69327411;19.94128576;22.65984765;5.749550897;22.48675113;31.49624949;28.46229962;34.05219076;26.55193553;34.71964893;24.89445443;18.35907671;28.65011589;21.52187616
25.44632907;23.86223167;20.51971628;22.85625063;21.94352553;22.63284213;24.28205494;22.75547681;27.34619063;21.52902596;20.03353554;23.51577254;19.49903946;23.71470774;6.222984756;22.74136255;31.7769336;31.76480729;35.98149012;26.95441282;29.50698816;25.61170048;21.12883588;28.21719024;20.81326318
25.78169832;24.1650419;21.17992987;23.59927015;25.0766169;22.0913936;24.2977979;22.26125941;27.30587002;21.05330491;20.59465091;17.32985573;20.91818408;21.4124203;1.7093264;22.27590983;31.39474666;34.65332982;34.11965556;25.63018704;29.28103957;24.86922794;22.4647461;28.18334084;20.57504589
27.32498935;25.34099325;23.96820993;24.4532369;29.6852054;22.79618853;24.37945225;23.19686743;28.74377883;22.55294563;20.86919134;19.99554364;22.32777889;21.69982264;5.30770497;22.35960964;32.74939036;35.68996334;36.4518473;27.25361685;29.7953271;25.07292911;22.52819361;29.20105057;20.67478577
27.77927322;26.12590456;25.41792374;23.81962062;30.00686516;23.49288753;25.15450257;22.4433661;30.15629182;23.44342782;21.10377185;18.36043843;23.85089383;22.56220044;8.416890151;22.04791579;33.27405396;33.34221354;39.62062857;28.54645852;30.86962964;24.09340807;22.33939065;30.81485554;20.91645015
27.00700121;26.76149436;25.81765301;21.62825745;28.61900102;24.49522647;26.32853269;22.61483269;28.57048676;23.49118245;20.12935438;17.39741133;25.96676901;21.82420281;14.40504293;22.49215486;33.3957597;33.75369716;39.17178109;28.82345505;30.83335556;21.3867335;20.98844386;30.09571694;20.16797166
24.05736322;26.19464058;24.42368026;18.94768411;27.00681633;25.13716926;25.80816052;22.00495575;23.12389319;23.15570334;18.35560816;18.64020947;24.44868635;20.49119992;9.903970331;22.13314877;33.78582563;34.38259868;39.67335633;28.22844925;29.90215002;21.23090127;18.45313059;26.63374714;19.59540334
22.57278283;25.04225807;24.86095428;18.15054282;25.77483436;24.47868249;25.71670682;20.42341925;21.89812851;22.4881052;17.30574111;16.7191525;23.95017546;19.5275534;11.15445974;21.36002845;32.66042784;33.47177284;40.42348487;27.86617786;28.11658691;21.81652924;17.54244083;24.66599803;19.48817152
23.24383725;25.06336415;24.86648099;18.63070444;24.93534479;23.74430242;24.40947651;19.91506456;23.1678873;21.08526268;17.22635906;15.60837056;25.64780763;21.39139077;9.064940272;21.89670351;31.40747697;33.37387999;42.17667477;27.38179907;28.29214403;24.87676604;15.15834195;22.32293494;19.3864838
23.74382653;24.56920182;25.34727417;20.81354312;26.51599893;24.08585525;24.50623772;20.62872451;25.39551384;21.65508347;18.51425665;15.84777952;25.9947344;22.34416975;8.772981999;22.08162123;30.03701108;33.42818357;43.31132754;27.85783344;28.87244593;25.32273873;16.02780365;24.31024866;19.95115444
23.99521439;25.73546982;25.34608668;22.63009341;28.38496486;24.25018176;25.39578556;21.40215136;27.79840903;21.94083596;20.55035959;14.53997897;29.86649995;21.20657822;17.125461;23.47867335;29.45337208;33.81402295;43.03526448;28.15952208;30.00537833;25.52641642;17.8048975;27.03218689;20.033768
24.36689361;24.92642731;24.56579137;22.96715085;25.69435523;23.52006276;25.72718984;21.99052443;27.16147364;21.22641884;20.64784397;14.80572091;31.47773599;21.10314769;17.68759615;23.67151726;29.07608547;32.7133012;42.88674449;28.55269531;31.4267103;24.72646274;17.26641046;26.58324815;20.43937187
25.13473312;25.54918838;25.81844809;23.25500124;25.60329233;23.89204184;26.41919016;22.698432;29.1047337;22.2518521;20.0870525;15.88306342;34.29277135;21.82443036;19.29946144;22.97946552;29.16144796;32.57824691;42.48670136;29.25991665;32.97924165;24.32306857;18.51404253;27.16602757;21.17856564
24.71051849;26.04221455;25.88712851;23.06278223;23.63273303;24.59665054;25.72909675;23.30184354;30.94731771;23.16165431;19.32168952;15.99992044;35.12516249;21.40320998;19.65426652;22.51590304;27.96631635;34.74348528;42.99561253;29.16528187;29.96134774;22.14952886;19.13494791;27.64713675;21.05825308
23.84071581;26.70398878;26.60479315;24.37932015;23.17482469;24.0995048;26.88742277;23.48127932;31.37020083;23.46205223;17.87891561;16.0773132;37.80666464;18.89034749;20.3874096;21.77189141;26.3217385;32.79698205;46.50462908;28.85778289;31.65905692;23.72965631;18.66537055;27.69385313;20.66150178
24.27328749;27.39506023;26.56625454;26.40119982;23.44849523;24.14156612;29.06213826;23.57400387;33.07329317;23.47386358;17.88703992;15.31969867;37.83252767;17.74722971;22.05233168;21.54992568;26.55336759;35.0122366;48.13880972;29.44700368;38.5507923;25.00796905;17.72270237;28.62266936;19.91496366
23.62525256;26.95309359;26.0362167;25.53355915;22.25455728;24.03815675;28.96561932;24.22333345;32.36497573;23.34431116;16.93857071;14.9190195;39.3415936;21.98217539;19.32831234;21.91614698;24.94360522;33.11341992;45.85156933;29.2930693;37.1227514;26.58026732;17.92663489;28.98185325;18.58051875
24.44657674;27.32583394;26.28630743;24.31936038;22.46122274;24.27321102;28.1950774;24.87201183;30.95981496;22.89364526;16.26545981;13.98583385;40.80682591;21.36180989;17.03600669;22.15325438;23.80112472;32.43959588;45.34101748;27.7071451;33.61225396;25.75119282;17.72968645;28.05754052;17.69171053
23.82491132;27.14061347;26.19784876;24.47788241;24.85059529;23.33046165;27.71684168;25.60661728;28.74532391;22.18825995;16.30557947;16.17794389;40.53153898;18.29643265;17.85067992;21.50883683;24.05453451;34.02624984;45.39067895;27.24179719;32.29759208;25.86190571;16.69539123;27.91462461;17.28448474
24.38069814;27.00970994;27.43525374;25.97294972;28.30605509;24.11994285;27.3028346;24.89819136;29.09570474;22.42459492;15.68096011;16.41261655;41.20712522;19.35270093;19.02271085;21.74332789;24.4610902;35.94598195;46.73079017;27.93577823;34.83796965;25.52812296;15.92553993;29.15762812;17.48254654
24.72689934;26.98525311;27.46135305;26.71534192;30.09506079;23.81465911;27.7379601;25.01617295;28.53023658;21.96133361;15.62646043;12.64150574;40.68620757;17.51175333;19.78708095;20.98332847;23.87407894;34.59809025;47.17782839;28.87862153;38.59313142;23.90094088;14.55393734;29.17641208;17.71512555
25.86425617;27.10321302;27.93797806;26.45061799;34.03459192;24.98456196;28.41530314;25.38081339;28.18079646;22.33801174;16.13377539;14.76267098;39.35966199;19.02285629;19.62518723;21.0478328;23.93736172;33.48185496;50.16965031;29.67020319;41.11240313;23.33166131;14.99470372;30.61714102;17.76905241
26.24670202;28.77152184;28.50241546;26.07580305;33.09246165;27.33888156;28.20003174;25.34448796;30.31771213;22.82036522;16.39184419;14.17972084;36.98554246;20.94177268;19.57629968;21.81589338;24.57434589;33.70586829;51.52030974;30.62610784;40.70449273;24.90368672;15.42973436;31.58520655;17.38819911
26.53582503;28.7202018;26.52042156;25.75016373;27.93105886;26.82191695;27.35828326;24.47090907;28.74539907;22.33654834;15.09835877;11.7324484;32.7472224;23.79997752;18.78191173;20.98231318;23.17085896;33.00777498;51.96268905;30.62768758;42.97311717;22.53873119;13.85321173;30.78673125;15.87360793
28.0903985;25.82931384;24.42415421;20.31011987;27.85671027;23.07177224;23.24861423;23.41538821;23.23826569;19.88002168;13.0713345;7.953426469;33.54878237;23.92249589;20.23410712;18.72744542;20.03176559;33.15254095;48.27325393;28.18165628;36.08230323;22.2648622;13.87053273;26.68546749;14.77036237
26.61833859;25.73051233;24.93937066;21.43981351;28.67663122;24.71104952;24.53163458;22.24443595;22.90058792;20.02926222;13.96553439;8.341953657;32.94059725;24.38643126;19.91128137;18.5548757;21.01823774;35.20776759;50.7149969;28.78330103;36.58387801;22.6246974;13.52238484;28.38021883;14.96875378
28.20419571;26.75435328;24.83818749;22.93456436;26.88035296;25.43718276;25.00769061;21.66429335;22.65821435;20.64858465;14.91527666;8.954430742;35.25940659;23.76841513;19.92606676;18.87588993;19.29722383;34.45372899;52.25840831;29.05950735;38.67773793;22.25242249;14.31724288;28.52022534;14.80719782
28.39550062;26.57324051;23.94846601;23.00385315;25.33458326;25.0602931;24.29269881;21.74243099;21.02325907;20.49020355;14.43538176;9.481024306;36.25846359;22.37478549;20.99344399;18.83287872;18.89451378;33.79551849;51.60184424;28.46666792;39.4543317;22.13538304;15.20861293;27.54182045;15.65461403
27.26004376;26.38748448;23.95722115;22.88622787;23.63749885;24.80035451;24.49542593;22.36496848;20.50892349;20.44279292;15.08742518;8.801660616;36.46659557;23.34359264;20.96971904;19.62518287;18.28778992;34.08160955;51.65683701;28.6196957;38.47571087;24.45916297;15.36445312;27.1540571;16.31745797
